"id"	"cityid"	"countyname"	"weatherid"
"1247"	"160"	"芜湖县"	"CN101220303"
"1248"	"160"	"南陵"	"CN101220304"
"1249"	"160"	"无为"	"CN101220305"
"1250"	"161"	"淮南"	"CN101220401"
"1251"	"161"	"凤台"	"CN101220402"
"1252"	"161"	"潘集"	"CN101220403"
"1253"	"162"	"马鞍山"	"CN101220501"
"1254"	"162"	"当涂"	"CN101220502"
"1255"	"162"	"含山"	"CN101220503"
"1256"	"162"	"和县"	"CN101220504"
"1257"	"163"	"安庆"	"CN101220601"
"1258"	"163"	"枞阳"	"CN101220602"
"1259"	"163"	"太湖"	"CN101220603"
"1260"	"163"	"潜山"	"CN101220604"
"1261"	"163"	"怀宁"	"CN101220605"
"1262"	"163"	"宿松"	"CN101220606"
"1263"	"163"	"望江"	"CN101220607"
"1264"	"163"	"岳西"	"CN101220608"
"1265"	"163"	"桐城"	"CN101220609"
"1266"	"164"	"宿州"	"CN101220701"
"1267"	"164"	"砀山"	"CN101220702"
"1268"	"164"	"灵璧"	"CN101220703"
"1269"	"164"	"泗县"	"CN101220704"
"1270"	"164"	"萧县"	"CN101220705"
"1271"	"165"	"阜阳"	"CN101220801"
"1272"	"165"	"阜南"	"CN101220802"
"1273"	"165"	"颍上"	"CN101220803"
"1274"	"165"	"临泉"	"CN101220804"
"1275"	"165"	"界首"	"CN101220805"
"1276"	"165"	"太和"	"CN101220806"
"1277"	"166"	"亳州"	"CN101220901"
"1278"	"166"	"涡阳"	"CN101220902"
"1279"	"166"	"利辛"	"CN101220903"
"1280"	"166"	"蒙城"	"CN101220904"
"1281"	"167"	"黄山"	"CN101221001"
"1282"	"167"	"黄山区"	"CN101221002"
"1283"	"167"	"屯溪"	"CN101221003"
"1284"	"167"	"祁门"	"CN101221004"
"1285"	"167"	"黟县"	"CN101221005"
"1286"	"167"	"歙县"	"CN101221006"
"1287"	"167"	"休宁"	"CN101221007"
"1288"	"167"	"黄山风景区"	"CN101221008"
"1289"	"168"	"滁州"	"CN101221101"
"1290"	"168"	"凤阳"	"CN101221102"
"1291"	"168"	"明光"	"CN101221103"
"1292"	"168"	"定远"	"CN101221104"
"1293"	"168"	"全椒"	"CN101221105"
"1294"	"168"	"来安"	"CN101221106"
"1295"	"168"	"天长"	"CN101221107"
"1296"	"169"	"淮北"	"CN101221201"
"1297"	"169"	"濉溪"	"CN101221202"
"1298"	"170"	"铜陵"	"CN101221301"
"1299"	"171"	"宣城"	"CN101221401"
"1300"	"171"	"泾县"	"CN101221402"
"1301"	"171"	"旌德"	"CN101221403"
"1302"	"171"	"宁国"	"CN101221404"
"1303"	"171"	"绩溪"	"CN101221405"
"1304"	"171"	"广德"	"CN101221406"
"1305"	"171"	"郎溪"	"CN101221407"
"1306"	"172"	"六安"	"CN101221501"
"1307"	"172"	"霍邱"	"CN101221502"
"1308"	"172"	"寿县"	"CN101221503"
"1309"	"172"	"金寨"	"CN101221505"
"1310"	"172"	"霍山"	"CN101221506"
"1311"	"172"	"舒城"	"CN101221507"
"1312"	"173"	"池州"	"CN101221701"
"1313"	"173"	"东至"	"CN101221702"
"1314"	"173"	"青阳"	"CN101221703"
"1315"	"173"	"九华"	"CN101221704"
"1316"	"173"	"石台"	"CN101221705"
"1317"	"174"	"武汉"	"CN101200101"
"1318"	"174"	"蔡甸"	"CN101200102"
"1319"	"174"	"黄陂"	"CN101200103"
"1320"	"174"	"新洲"	"CN101200104"
"1321"	"174"	"江夏"	"CN101200105"
"1322"	"174"	"东西湖"	"CN101200106"
"1323"	"175"	"襄阳"	"CN101200201"
"1324"	"175"	"襄州"	"CN101200202"
"1325"	"175"	"保康"	"CN101200203"
"1326"	"175"	"南漳"	"CN101200204"
"1327"	"175"	"宜城"	"CN101200205"
"1328"	"175"	"老河口"	"CN101200206"
"1329"	"175"	"谷城"	"CN101200207"
"1330"	"175"	"枣阳"	"CN101200208"
"1331"	"176"	"鄂州"	"CN101200301"
"1332"	"176"	"梁子湖"	"CN101200302"
"1333"	"177"	"孝感"	"CN101200401"
"1334"	"177"	"安陆"	"CN101200402"
"1335"	"177"	"云梦"	"CN101200403"
"1336"	"177"	"大悟"	"CN101200404"
"1337"	"177"	"应城"	"CN101200405"
"1338"	"177"	"汉川"	"CN101200406"
"1339"	"177"	"孝昌"	"CN101200407"
"1340"	"178"	"黄冈"	"CN101200501"
"1341"	"178"	"红安"	"CN101200502"
"1342"	"178"	"麻城"	"CN101200503"
"1343"	"178"	"罗田"	"CN101200504"
"1344"	"178"	"英山"	"CN101200505"
"1345"	"178"	"浠水"	"CN101200506"
"1346"	"178"	"蕲春"	"CN101200507"
"1347"	"178"	"黄梅"	"CN101200508"
"1348"	"178"	"武穴"	"CN101200509"
"1349"	"178"	"团风"	"CN101200510"
"1350"	"179"	"黄石"	"CN101200601"
"1351"	"179"	"大冶"	"CN101200602"
"1352"	"179"	"阳新"	"CN101200603"
"1353"	"179"	"铁山"	"CN101200604"
"1354"	"179"	"下陆"	"CN101200605"
"1355"	"179"	"西塞山"	"CN101200606"
"1356"	"180"	"咸宁"	"CN101200701"
"1357"	"180"	"赤壁"	"CN101200702"
"1358"	"180"	"嘉鱼"	"CN101200703"
"1359"	"180"	"崇阳"	"CN101200704"
"1360"	"180"	"通城"	"CN101200705"
"1361"	"180"	"通山"	"CN101200706"
"1362"	"181"	"荆州"	"CN101200801"
"1363"	"181"	"江陵"	"CN101200802"
"1364"	"181"	"公安"	"CN101200803"
"1365"	"181"	"石首"	"CN101200804"
"1366"	"181"	"监利"	"CN101200805"
"1367"	"181"	"洪湖"	"CN101200806"
"1368"	"181"	"松滋"	"CN101200807"
"1369"	"182"	"宜昌"	"CN101200901"
"1370"	"182"	"远安"	"CN101200902"
"1371"	"182"	"秭归"	"CN101200903"
"1372"	"182"	"兴山"	"CN101200904"
"1373"	"182"	"五峰"	"CN101200906"
"1374"	"182"	"当阳"	"CN101200907"
"1375"	"182"	"长阳"	"CN101200908"
"1376"	"182"	"宜都"	"CN101200909"
"1377"	"182"	"枝江"	"CN101200910"
"1378"	"182"	"三峡"	"CN101200911"
"1379"	"182"	"夷陵"	"CN101200912"
"1380"	"183"	"恩施"	"CN101201001"
"1381"	"183"	"利川"	"CN101201002"
"1382"	"183"	"建始"	"CN101201003"
"1383"	"183"	"咸丰"	"CN101201004"
"1384"	"183"	"宣恩"	"CN101201005"
"1385"	"183"	"鹤峰"	"CN101201006"
"1386"	"183"	"来凤"	"CN101201007"
"1387"	"183"	"巴东"	"CN101201008"
"1388"	"184"	"十堰"	"CN101201101"
"1389"	"184"	"竹溪"	"CN101201102"
"1390"	"184"	"郧西"	"CN101201103"
"1391"	"184"	"郧县"	"CN101201104"
"1392"	"184"	"竹山"	"CN101201105"
"1393"	"184"	"房县"	"CN101201106"
"1394"	"184"	"丹江口"	"CN101201107"
"1395"	"184"	"茅箭"	"CN101201108"
"1396"	"184"	"张湾"	"CN101201109"
"1397"	"185"	"神农架"	"CN101201201"
"1398"	"187"	"荆门"	"CN101201401"
"1399"	"187"	"钟祥"	"CN101201402"
"1400"	"187"	"京山"	"CN101201403"
"1401"	"187"	"掇刀"	"CN101201404"
"1402"	"187"	"沙洋"	"CN101201405"
"1403"	"186"	"随州"	"CN101201301"
"1404"	"186"	"广水"	"CN101201302"
"1405"	"188"	"天门"	"CN101201501"
"1406"	"189"	"仙桃"	"CN101201601"
"1407"	"190"	"潜江"	"CN101201701"
"1408"	"191"	"长沙"	"CN101250101"
"1409"	"191"	"宁乡"	"CN101250102"
"1410"	"191"	"浏阳"	"CN101250103"
"1411"	"191"	"马坡岭"	"CN101250104"
"1412"	"191"	"望城"	"CN101250105"
"1413"	"192"	"湘潭"	"CN101250201"
"1414"	"192"	"韶山"	"CN101250202"
"1415"	"192"	"湘乡"	"CN101250203"
"1416"	"193"	"株洲"	"CN101250301"
"1417"	"193"	"攸县"	"CN101250302"
"1418"	"193"	"醴陵"	"CN101250303"
"1419"	"193"	"茶陵"	"CN101250305"
"1420"	"193"	"炎陵"	"CN101250306"
"1421"	"194"	"衡阳"	"CN101250401"
"1422"	"194"	"衡山"	"CN101250402"
"1423"	"194"	"衡东"	"CN101250403"
"1424"	"194"	"祁东"	"CN101250404"
"1425"	"194"	"衡阳县"	"CN101250405"
"1426"	"194"	"常宁"	"CN101250406"
"1427"	"194"	"衡南"	"CN101250407"
"1428"	"194"	"耒阳"	"CN101250408"
"1429"	"194"	"南岳"	"CN101250409"
"1430"	"195"	"郴州"	"CN101250501"
"1431"	"195"	"桂阳"	"CN101250502"
"1432"	"195"	"嘉禾"	"CN101250503"
"1433"	"195"	"宜章"	"CN101250504"
"1434"	"195"	"临武"	"CN101250505"
"1435"	"195"	"资兴"	"CN101250507"
"1436"	"195"	"汝城"	"CN101250508"
"1437"	"195"	"安仁"	"CN101250509"
"1438"	"195"	"永兴"	"CN101250510"
"1439"	"195"	"桂东"	"CN101250511"
"1440"	"195"	"苏仙"	"CN101250512"
"1441"	"196"	"常德"	"CN101250601"
"1442"	"196"	"安乡"	"CN101250602"
"1443"	"196"	"桃源"	"CN101250603"
"1444"	"196"	"汉寿"	"CN101250604"
"1445"	"196"	"澧县"	"CN101250605"
"1446"	"196"	"临澧"	"CN101250606"
"1447"	"196"	"石门"	"CN101250607"
"1448"	"196"	"津市"	"CN101250608"
"1449"	"197"	"赫山区"	"CN101250701"
"1450"	"197"	"南县"	"CN101250702"
"1451"	"197"	"桃江"	"CN101250703"
"1452"	"197"	"安化"	"CN101250704"
"1453"	"197"	"沅江"	"CN101250705"
"1454"	"198"	"娄底"	"CN101250801"
"1455"	"198"	"双峰"	"CN101250802"
"1456"	"198"	"冷水江"	"CN101250803"
"1457"	"198"	"新化"	"CN101250805"
"1458"	"198"	"涟源"	"CN101250806"
"1459"	"199"	"邵阳"	"CN101250901"
"1460"	"199"	"隆回"	"CN101250902"
"1461"	"199"	"洞口"	"CN101250903"
"1462"	"199"	"新邵"	"CN101250904"
"1463"	"199"	"邵东"	"CN101250905"
"1464"	"199"	"绥宁"	"CN101250906"
"1465"	"199"	"新宁"	"CN101250907"
"1466"	"199"	"武冈"	"CN101250908"
"1467"	"199"	"城步"	"CN101250909"
"1468"	"199"	"邵阳县"	"CN101250910"
"1469"	"200"	"岳阳"	"CN101251001"
"1470"	"200"	"华容"	"CN101251002"
"1471"	"200"	"湘阴"	"CN101251003"
"1472"	"200"	"汨罗"	"CN101251004"
"1473"	"200"	"平江"	"CN101251005"
"1474"	"200"	"临湘"	"CN101251006"
"1475"	"201"	"张家界"	"CN101251101"
"1476"	"201"	"桑植"	"CN101251102"
"1477"	"201"	"慈利"	"CN101251103"
"1478"	"201"	"武陵源"	"CN101251104"
"1479"	"202"	"怀化"	"CN101251201"
"1480"	"202"	"沅陵"	"CN101251203"
"1481"	"202"	"辰溪"	"CN101251204"
"1482"	"202"	"靖州"	"CN101251205"
"1483"	"202"	"会同"	"CN101251206"
"1484"	"202"	"通道"	"CN101251207"
"1485"	"202"	"麻阳"	"CN101251208"
"1486"	"202"	"新晃"	"CN101251209"
"1487"	"202"	"芷江"	"CN101251210"
"1488"	"202"	"溆浦"	"CN101251211"
"1489"	"202"	"中方"	"CN101251212"
"1490"	"202"	"洪江"	"CN101251213"
"1491"	"203"	"永州"	"CN101251401"
"1492"	"203"	"祁阳"	"CN101251402"
"1493"	"203"	"东安"	"CN101251403"
"1494"	"203"	"双牌"	"CN101251404"
"1495"	"203"	"道县"	"CN101251405"
"1496"	"203"	"宁远"	"CN101251406"
"1497"	"203"	"江永"	"CN101251407"
"1498"	"203"	"蓝山"	"CN101251408"
"1499"	"203"	"新田"	"CN101251409"
"1500"	"203"	"江华"	"CN101251410"
"1501"	"203"	"冷水滩"	"CN101251411"
"1502"	"204"	"吉首"	"CN101251501"
"1503"	"204"	"保靖"	"CN101251502"
"1504"	"204"	"永顺"	"CN101251503"
"1505"	"204"	"古丈"	"CN101251504"
"1506"	"204"	"凤凰"	"CN101251505"
"1507"	"204"	"泸溪"	"CN101251506"
"1508"	"204"	"龙山"	"CN101251507"
"1509"	"204"	"花垣"	"CN101251508"
"1510"	"214"	"广州"	"CN101280101"
"1511"	"214"	"番禺"	"CN101280102"
"1512"	"214"	"从化"	"CN101280103"
"1513"	"214"	"增城"	"CN101280104"
"1514"	"214"	"花都"	"CN101280105"
"1515"	"215"	"韶关"	"CN101280201"
"1516"	"215"	"乳源"	"CN101280202"
"1517"	"215"	"始兴"	"CN101280203"
"1518"	"215"	"翁源"	"CN101280204"
"1519"	"215"	"乐昌"	"CN101280205"
"1520"	"215"	"仁化"	"CN101280206"
"1521"	"215"	"南雄"	"CN101280207"
"1522"	"215"	"新丰"	"CN101280208"
"1523"	"215"	"曲江"	"CN101280209"
"1524"	"215"	"浈江"	"CN101280210"
"1525"	"215"	"武江"	"CN101280211"
"1526"	"216"	"惠州"	"CN101280301"
"1527"	"216"	"博罗"	"CN101280302"
"1528"	"216"	"惠阳"	"CN101280303"
"1529"	"216"	"惠东"	"CN101280304"
"1530"	"216"	"龙门"	"CN101280305"
"1531"	"217"	"梅州"	"CN101280401"
"1532"	"217"	"兴宁"	"CN101280402"
"1533"	"217"	"蕉岭"	"CN101280403"
"1534"	"217"	"大埔"	"CN101280404"
"1535"	"217"	"丰顺"	"CN101280406"
"1536"	"217"	"平远"	"CN101280407"
"1537"	"217"	"五华"	"CN101280408"
"1538"	"217"	"梅县"	"CN101280409"
"1539"	"218"	"汕头"	"CN101280501"
"1540"	"218"	"潮阳"	"CN101280502"
"1541"	"218"	"澄海"	"CN101280503"
"1542"	"218"	"南澳"	"CN101280504"
"1543"	"219"	"深圳"	"CN101280601"
"1544"	"220"	"珠海"	"CN101280701"
"1545"	"220"	"斗门"	"CN101280702"
"1546"	"220"	"金湾"	"CN101280703"
"1547"	"221"	"顺德"	"CN101280801"
"1548"	"221"	"三水"	"CN101280802"
"1549"	"221"	"南海"	"CN101280803"
"1550"	"221"	"高明"	"CN101280804"
"1551"	"222"	"肇庆"	"CN101280901"
"1552"	"222"	"广宁"	"CN101280902"
"1553"	"222"	"四会"	"CN101280903"
"1554"	"222"	"德庆"	"CN101280905"
"1555"	"222"	"怀集"	"CN101280906"
"1556"	"222"	"封开"	"CN101280907"
"1557"	"222"	"高要"	"CN101280908"
"1558"	"223"	"湛江"	"CN101281001"
"1559"	"223"	"吴川"	"CN101281002"
"1560"	"223"	"雷州"	"CN101281003"
"1561"	"223"	"徐闻"	"CN101281004"
"1562"	"223"	"廉江"	"CN101281005"
"1563"	"223"	"赤坎"	"CN101281006"
"1564"	"223"	"遂溪"	"CN101281007"
"1565"	"223"	"坡头"	"CN101281008"
"1566"	"223"	"霞山"	"CN101281009"
"1567"	"223"	"麻章"	"CN101281010"
"1568"	"224"	"江门"	"CN101281101"
"1569"	"224"	"开平"	"CN101281103"
"1570"	"224"	"新会"	"CN101281104"
"1571"	"224"	"恩平"	"CN101281105"
"1572"	"224"	"台山"	"CN101281106"
"1573"	"224"	"蓬江"	"CN101281107"
"1574"	"224"	"鹤山"	"CN101281108"
"1575"	"224"	"江海"	"CN101281109"
"1576"	"225"	"河源"	"CN101281201"
"1577"	"225"	"紫金"	"CN101281202"
"1578"	"225"	"连平"	"CN101281203"
"1579"	"225"	"和平"	"CN101281204"
"1580"	"225"	"龙川"	"CN101281205"
"1581"	"225"	"东源"	"CN101281206"
"1582"	"226"	"清远"	"CN101281301"
"1583"	"226"	"连南"	"CN101281302"
"1584"	"226"	"连州"	"CN101281303"
"1585"	"226"	"连山"	"CN101281304"
"1586"	"226"	"阳山"	"CN101281305"
"1587"	"226"	"佛冈"	"CN101281306"
"1588"	"226"	"英德"	"CN101281307"
"1589"	"226"	"清新"	"CN101281308"
"1590"	"227"	"云浮"	"CN101281401"
"1591"	"227"	"罗定"	"CN101281402"
"1592"	"227"	"新兴"	"CN101281403"
"1593"	"227"	"郁南"	"CN101281404"
"1594"	"227"	"云安"	"CN101281406"
"1595"	"228"	"潮州"	"CN101281501"
"1596"	"228"	"饶平"	"CN101281502"
"1597"	"228"	"潮安"	"CN101281503"
"1598"	"229"	"东莞"	"CN101281601"
"1599"	"230"	"中山"	"CN101281701"
"1600"	"231"	"阳江"	"CN101281801"
"1601"	"231"	"阳春"	"CN101281802"
"1602"	"231"	"阳东"	"CN101281803"
"1603"	"231"	"阳西"	"CN101281804"
"1604"	"232"	"揭阳"	"CN101281901"
"1605"	"232"	"揭西"	"CN101281902"
"1606"	"232"	"普宁"	"CN101281903"
"1607"	"232"	"惠来"	"CN101281904"
"1608"	"232"	"揭东"	"CN101281905"
"1609"	"233"	"茂名"	"CN101282001"
"1610"	"233"	"高州"	"CN101282002"
"1611"	"233"	"化州"	"CN101282003"
"1612"	"233"	"电白"	"CN101282004"
"1613"	"233"	"信宜"	"CN101282005"
"1614"	"233"	"茂港"	"CN101282006"
"1615"	"234"	"汕尾"	"CN101282101"
"1616"	"234"	"海丰"	"CN101282102"
"1617"	"234"	"陆丰"	"CN101282103"
"1618"	"234"	"陆河"	"CN101282104"
"1619"	"235"	"佛山"	"CN101280800"
"1620"	"235"	"顺德"	"CN101280801"
"1621"	"235"	"三水"	"CN101280802"
"1622"	"235"	"南海"	"CN101280803"
"1623"	"235"	"高明"	"CN101280804"
"1624"	"236"	"南宁"	"CN101300101"
"1625"	"236"	"邕宁"	"CN101300103"
"1626"	"236"	"横县"	"CN101300104"
"1627"	"236"	"隆安"	"CN101300105"
"1628"	"236"	"马山"	"CN101300106"
"1629"	"236"	"上林"	"CN101300107"
"1630"	"236"	"武鸣"	"CN101300108"
"1631"	"236"	"宾阳"	"CN101300109"
"1632"	"237"	"崇左"	"CN101300201"
"1633"	"237"	"天等"	"CN101300202"
"1634"	"237"	"龙州"	"CN101300203"
"1635"	"237"	"凭祥"	"CN101300204"
"1636"	"237"	"大新"	"CN101300205"
"1637"	"237"	"扶绥"	"CN101300206"
"1638"	"237"	"宁明"	"CN101300207"
"1639"	"238"	"柳州"	"CN101300301"
"1640"	"238"	"柳城"	"CN101300302"
"1641"	"238"	"鹿寨"	"CN101300304"
"1642"	"238"	"柳江"	"CN101300305"
"1643"	"238"	"融安"	"CN101300306"
"1644"	"238"	"融水"	"CN101300307"
"1645"	"238"	"三江"	"CN101300308"
"1646"	"239"	"来宾"	"CN101300401"
"1647"	"239"	"忻城"	"CN101300402"
"1648"	"239"	"金秀"	"CN101300403"
"1649"	"239"	"象州"	"CN101300404"
"1650"	"239"	"武宣"	"CN101300405"
"1651"	"239"	"合山"	"CN101300406"
"1652"	"240"	"桂林"	"CN101300501"
"1653"	"240"	"龙胜"	"CN101300503"
"1654"	"240"	"永福"	"CN101300504"
"1655"	"240"	"临桂"	"CN101300505"
"1656"	"240"	"兴安"	"CN101300506"
"1657"	"240"	"灵川"	"CN101300507"
"1658"	"240"	"全州"	"CN101300508"
"1659"	"240"	"灌阳"	"CN101300509"
"1660"	"240"	"阳朔"	"CN101300510"
"1661"	"240"	"恭城"	"CN101300511"
"1662"	"240"	"平乐"	"CN101300512"
"1663"	"240"	"荔浦"	"CN101300513"
"1664"	"240"	"资源"	"CN101300514"
"1665"	"241"	"梧州"	"CN101300601"
"1666"	"241"	"藤县"	"CN101300602"
"1667"	"241"	"苍梧"	"CN101300604"
"1668"	"241"	"蒙山"	"CN101300605"
"1669"	"241"	"岑溪"	"CN101300606"
"1670"	"242"	"贺州"	"CN101300701"
"1671"	"242"	"昭平"	"CN101300702"
"1672"	"242"	"富川"	"CN101300703"
"1673"	"242"	"钟山"	"CN101300704"
"1674"	"243"	"贵港"	"CN101300801"
"1675"	"243"	"桂平"	"CN101300802"
"1676"	"243"	"平南"	"CN101300803"
"1677"	"244"	"玉林"	"CN101300901"
"1678"	"244"	"博白"	"CN101300902"
"1679"	"244"	"北流"	"CN101300903"
"1680"	"244"	"容县"	"CN101300904"
"1681"	"244"	"陆川"	"CN101300905"
"1682"	"244"	"兴业"	"CN101300906"
"1683"	"245"	"百色"	"CN101301001"
"1684"	"245"	"那坡"	"CN101301002"
"1685"	"245"	"田阳"	"CN101301003"
"1686"	"245"	"德保"	"CN101301004"
"1687"	"245"	"靖西"	"CN101301005"
"1688"	"245"	"田东"	"CN101301006"
"1689"	"245"	"平果"	"CN101301007"
"1690"	"245"	"隆林"	"CN101301008"
"1691"	"245"	"西林"	"CN101301009"
"1692"	"245"	"乐业"	"CN101301010"
"1693"	"245"	"凌云"	"CN101301011"
"1694"	"245"	"田林"	"CN101301012"
"1695"	"249"	"防城港"	"CN101301401"
"1696"	"249"	"上思"	"CN101301402"
"1697"	"249"	"东兴"	"CN101301403"
"1698"	"249"	"防城"	"CN101301405"
"1699"	"248"	"北海"	"CN101301301"
"1700"	"248"	"合浦"	"CN101301302"
"1701"	"248"	"涠洲岛"	"CN101301303"
"1702"	"247"	"河池"	"CN101301201"
"1703"	"247"	"天峨"	"CN101301202"
"1704"	"247"	"东兰"	"CN101301203"
"1705"	"247"	"巴马"	"CN101301204"
"1706"	"247"	"环江"	"CN101301205"
"1707"	"247"	"罗城"	"CN101301206"
"1708"	"247"	"宜州"	"CN101301207"
"1709"	"247"	"凤山"	"CN101301208"
"1710"	"247"	"南丹"	"CN101301209"
"1711"	"247"	"都安"	"CN101301210"
"1712"	"247"	"大化"	"CN101301211"
"1713"	"246"	"钦州"	"CN101301101"
"1714"	"246"	"浦北"	"CN101301102"
"1715"	"246"	"灵山"	"CN101301103"
"1716"	"250"	"海口"	"CN101310101"
"1717"	"251"	"三亚"	"CN101310201"
"1718"	"251"	"东方"	"CN101310202"
"1719"	"251"	"临高"	"CN101310203"
"1720"	"251"	"澄迈"	"CN101310204"
"1721"	"251"	"儋州"	"CN101310205"
"1722"	"251"	"昌江"	"CN101310206"
"1723"	"251"	"白沙"	"CN101310207"
"1724"	"251"	"琼中"	"CN101310208"
"1725"	"251"	"定安"	"CN101310209"
"1726"	"251"	"屯昌"	"CN101310210"
"1727"	"251"	"琼海"	"CN101310211"
"1728"	"251"	"文昌"	"CN101310212"
"1729"	"251"	"保亭"	"CN101310214"
"1730"	"251"	"万宁"	"CN101310215"
"1731"	"251"	"陵水"	"CN101310216"
"1732"	"251"	"西沙"	"CN101310217"
"1733"	"251"	"南沙"	"CN101310220"
"1734"	"251"	"乐东"	"CN101310221"
"1735"	"251"	"五指山"	"CN101310222"
"1736"	"251"	"中沙"	"CN101310224"
"1737"	"252"	"昆明"	"CN101290101"
"1738"	"252"	"东川"	"CN101290103"
"1739"	"252"	"寻甸"	"CN101290104"
"1740"	"252"	"晋宁"	"CN101290105"
"1741"	"252"	"宜良"	"CN101290106"
"1742"	"252"	"石林"	"CN101290107"
"1743"	"252"	"呈贡"	"CN101290108"
"1744"	"252"	"富民"	"CN101290109"
"1745"	"252"	"嵩明"	"CN101290110"
"1746"	"252"	"禄劝"	"CN101290111"
"1747"	"252"	"安宁"	"CN101290112"
"1748"	"252"	"太华"	"CN101290113"
"1749"	"253"	"大理"	"CN101290201"
"1750"	"253"	"云龙"	"CN101290202"
"1751"	"253"	"漾濞"	"CN101290203"
"1752"	"253"	"永平"	"CN101290204"
"1753"	"253"	"宾川"	"CN101290205"
"1754"	"253"	"弥渡"	"CN101290206"
"1755"	"253"	"祥云"	"CN101290207"
"1756"	"253"	"巍山"	"CN101290208"
"1757"	"253"	"剑川"	"CN101290209"
"1758"	"253"	"洱源"	"CN101290210"
"1759"	"253"	"鹤庆"	"CN101290211"
"1760"	"253"	"南涧"	"CN101290212"
"1761"	"254"	"红河"	"CN101290301"
"1762"	"254"	"石屏"	"CN101290302"
"1763"	"254"	"建水"	"CN101290303"
"1764"	"254"	"弥勒"	"CN101290304"
"1765"	"254"	"元阳"	"CN101290305"
"1766"	"254"	"绿春"	"CN101290306"
"1767"	"254"	"开远"	"CN101290307"
"1768"	"254"	"个旧"	"CN101290308"
"1769"	"254"	"蒙自"	"CN101290309"
"1770"	"254"	"屏边"	"CN101290310"
"1771"	"254"	"泸西"	"CN101290311"
"1772"	"254"	"金平"	"CN101290312"
"1773"	"254"	"河口"	"CN101290313"
"1774"	"255"	"曲靖"	"CN101290401"
"1775"	"255"	"沾益"	"CN101290402"
"1776"	"255"	"陆良"	"CN101290403"
"1777"	"255"	"富源"	"CN101290404"
"1778"	"255"	"马龙"	"CN101290405"
"1779"	"255"	"师宗"	"CN101290406"
"1780"	"255"	"罗平"	"CN101290407"
"1781"	"255"	"会泽"	"CN101290408"
"1782"	"255"	"宣威"	"CN101290409"
"1783"	"256"	"保山"	"CN101290501"
"1784"	"256"	"龙陵"	"CN101290503"
"1785"	"256"	"施甸"	"CN101290504"
"1786"	"256"	"昌宁"	"CN101290505"
"1787"	"256"	"腾冲"	"CN101290506"
"1788"	"257"	"文山"	"CN101290601"
"1789"	"257"	"西畴"	"CN101290602"
"1790"	"257"	"马关"	"CN101290603"
"1791"	"257"	"麻栗坡"	"CN101290604"
"1792"	"257"	"砚山"	"CN101290605"
"1793"	"257"	"丘北"	"CN101290606"
"1794"	"257"	"广南"	"CN101290607"
"1795"	"257"	"富宁"	"CN101290608"
"1796"	"258"	"玉溪"	"CN101290701"
"1797"	"258"	"澄江"	"CN101290702"
"1798"	"258"	"江川"	"CN101290703"
"1799"	"258"	"通海"	"CN101290704"
"1800"	"258"	"华宁"	"CN101290705"
"1801"	"258"	"新平"	"CN101290706"
"1802"	"258"	"易门"	"CN101290707"
"1803"	"258"	"峨山"	"CN101290708"
"1804"	"258"	"元江"	"CN101290709"
"1805"	"259"	"楚雄"	"CN101290801"
"1806"	"259"	"大姚"	"CN101290802"
"1807"	"259"	"元谋"	"CN101290803"
"1808"	"259"	"姚安"	"CN101290804"
"1809"	"259"	"牟定"	"CN101290805"
"1810"	"259"	"南华"	"CN101290806"
"1811"	"259"	"武定"	"CN101290807"
"1812"	"259"	"禄丰"	"CN101290808"
"1813"	"259"	"双柏"	"CN101290809"
"1814"	"259"	"永仁"	"CN101290810"
"1815"	"260"	"普洱"	"CN101290901"
"1816"	"260"	"景谷"	"CN101290902"
"1817"	"260"	"景东"	"CN101290903"
"1818"	"260"	"澜沧"	"CN101290904"
"1819"	"260"	"墨江"	"CN101290906"
"1820"	"260"	"江城"	"CN101290907"
"1821"	"260"	"孟连"	"CN101290908"
"1822"	"260"	"西盟"	"CN101290909"
"1823"	"260"	"镇沅"	"CN101290911"
"1824"	"260"	"宁洱"	"CN101290912"
"1825"	"261"	"昭通"	"CN101291001"
"1826"	"261"	"鲁甸"	"CN101291002"
"1827"	"261"	"彝良"	"CN101291003"
"1828"	"261"	"镇雄"	"CN101291004"
"1829"	"261"	"威信"	"CN101291005"
"1830"	"261"	"巧家"	"CN101291006"
"1831"	"261"	"绥江"	"CN101291007"
"1832"	"261"	"永善"	"CN101291008"
"1833"	"261"	"盐津"	"CN101291009"
"1834"	"261"	"大关"	"CN101291010"
"1835"	"261"	"水富"	"CN101291011"
"1836"	"262"	"临沧"	"CN101291101"
"1837"	"262"	"沧源"	"CN101291102"
"1838"	"262"	"耿马"	"CN101291103"
"1839"	"262"	"双江"	"CN101291104"
"1840"	"262"	"凤庆"	"CN101291105"
"1841"	"262"	"永德"	"CN101291106"
"1842"	"262"	"云县"	"CN101291107"
"1843"	"262"	"镇康"	"CN101291108"
"1844"	"263"	"怒江"	"CN101291201"
"1845"	"263"	"福贡"	"CN101291203"
"1846"	"263"	"兰坪"	"CN101291204"
"1847"	"263"	"泸水"	"CN101291205"
"1848"	"263"	"六库"	"CN101291206"
"1849"	"263"	"贡山"	"CN101291207"
"1850"	"264"	"香格里拉"	"CN101291301"
"1851"	"264"	"德钦"	"CN101291302"
"1852"	"264"	"维西"	"CN101291303"
"1853"	"264"	"中甸"	"CN101291304"
